0,10
0,27
0,138
0,30
0,0
0,30
1,10
1,0
1,0
2,2
3,54
3,874
3,2
3,253
3,253
3,3
4,5
4,129
4,4
4,444
5,4
5,4
8,10
8,1024
8,27
8,129
8,138
8,9
8,198
8,185
8,8
8,401
9,247
9,248
9,8
9,198
9,8
9,9
10,172
10,3917
10,27
10,92
10,6637
10,354
11,973
11,235
11,11
12,13
13,11
13,38
13,459
13,22
13,252
13,401
14,656
14,656
14,27
14,14
14,877
16,2564
16,16
18,10
18,399
18,18
19,3183
19,2984
19,3497
19,2487
19,4394
19,2250
19,19
20,0
20,1078
20,0
21,2
21,839
21,227
21,86
21,85
21,86
22,332
22,22
23,24
23,2487
23,445
23,23
24,23
24,23
24,24
25,26
25,10
25,27
25,28
26,135
26,0
26,30
26,1044
26,3000
26,124
26,7
26,28
26,1159
26,25
27,2402
27,2
27,27
30,10
30,0
30,1078
30,1081
30,0
30,30
31,10
31,328
32,33
32,32
33,32
33,33
33,32
34,9372
35,105
35,106
35,10
36,10
36,0
36,1078
38,57
38,1060
38,1598
38,939
38,49
38,1137
38,48
42,10
42,595
42,1024
42,27
42,76
42,301
42,200
42,138
42,2036
42,92
42,42
43,37
43,99
43,71
45,545
45,301
45,45
45,877
47,2704
47,2704
48,38
48,692
48,48
49,38
50,71
51,398
51,958
52,53
52,54
52,27
52,55
53,1877
53,7
53,28
53,1105
53,11760
53,11761
54,3
54,6504
54,6507
54,5424
54,27
54,1844
54,1882
54,1168
54,1941
54,43
56,216
56,54
57,1813
58,1598
60,780
60,1843
60,1079
60,61
60,1261
61,61
61,2824
61,2319
62,2928
62,62
62,2341
62,877
63,64
63,65
63,64
63,13
64,7996
64,2
64,2
64,3
64,1243
64,63
64,5006
64,12037
64,7332
64,12038
64,1271
64,1987
65,5115
65,144
65,3
65,54
66,27
67,1843
67,67
68,780
68,1261
68,68
69,61
69,69
70,877
70,70
71,71
72,6574
72,27
72,76
72,1328
73,1842
74,10
74,27
74,28
75,75
75,51
75,173
76,72
77,78
77,79
77,27
77,7
78,1234
78,618
78,637
78,4481
78,124
78,7
79,3
80,54
80,3
81,27
82,27
85,3279
85,807
85,247
85,248
85,86
85,85
86,85
86,10
86,1024
86,27
86,514
86,138
86,86
87,4887
88,10
89,560
89,131
90,370
90,209
90,13606
90,331
90,2868
90,13549
90,762
90,1224
90,10597
92,10
92,205
92,42
92,423
92,92
93,2402
93,156
93,94
93,95
93,97
95,442
95,619
95,716
95,366
95,595
95,129
95,259
95,1060
95,813
95,514
95,49
95,1137
96,94
97,1024
97,27
97,301
97,514
97,138
97,1079
97,2323
97,97
98,0
98,2772
98,3671
99,71
99,43
99,11
99,22
99,99
102,2550
102,44
102,615
102,649
103,408
103,585
103,104
105,106
105,105
106,10
106,27
106,105
106,106
107,54
107,107
108,44
108,43
108,3201
108,3261
109,110
109,2
109,54
110,54
110,2
110,110
111,10
111,548
111,112
111,112
112,10
112,27
112,201
112,112
114,514
114,1079
115,581
115,301
115,129
115,115
119,257
121,3831
121,141
121,3831
121,141
122,123
122,122
122,123
123,2402
123,122
125,388
125,2602
125,5274
125,2705
126,960
126,802
127,128
128,231
128,8534
128,6872
128,6873
128,5768
128,3
128,7110
128,3608
128,6871
129,2402
130,2821
130,130
130,2821
132,132
133,1079
133,133
134,595
134,2940
134,1813
134,1813
134,2180
134,134
135,10
135,135
136,292
136,75
137,138
137,1079
137,137
138,2536
139,139
140,2250
140,141
141,140
142,193
142,142
142,193
142,201
142,354
143,2469
143,10
143,143
144,940
145,42
145,92
145,0
145,2220
146,2430
146,3814
146,92
148,1573
148,0
148,0
149,198
149,149
150,11
150,173
153,453
153,153
153,173
153,453
154,3816
154,3497
154,173
154,154
154,3816
154,444
155,451
155,259
155,2181
155,155
156,2835
157,10
157,27
157,28
158,2536
158,45
158,16
158,137
158,45
159,54
159,2443
159,2
159,550
159,173
159,2180
159,159
159,550
160,10
160,1271
160,2170
162,10
163,388
163,5274
163,321
163,445
163,1103
163,163
163,453
164,5
164,772
164,4
165,5
165,165
165,201
166,360
166,321
166,166
167,595
167,1024
167,27
167,129
167,514
167,1079
167,167
168,169
168,168
169,169
169,168
171,342
171,171
171,877
172,3621
172,497
174,774
174,54
175,10
175,176
175,175
176,10
176,27
176,138
176,175
176,2180
176,176
177,129
177,129
177,4
177,2519
178,10
178,179
178,178
178,179
179,10
179,27
179,138
179,178
179,179
180,181
181,181
187,10
187,188
187,187
188,10
188,187
188,188
189,10
191,586
191,191
192,1021
192,51
192,192
193,142
193,10
193,193
201,61
202,10
202,202
203,1431
203,595
203,326
203,203
203,1431
204,10
204,497
204,204
205,10
205,92
205,173
205,205
205,92
206,0
206,0
206,779
206,206
207,10
207,768
207,970
207,247
207,248
207,86
207,86
208,10
208,208
209,209
211,3157
211,3243
211,272
211,649
211,1551
211,1538
211,211
211,272
211,1539
212,212
213,10
213,337
213,337
214,10
214,236
214,236
214,955
215,42
215,10
215,260
216,216
220,138
220,1079
222,586
222,2180
222,222
223,223
223,27
223,223
223,877
223,223
224,27
224,49
224,224
225,54
225,495
225,2
225,225
225,869
226,75
227,54
227,2
227,227
228,10
228,27
228,228
229,216
229,54
229,2442
230,38
231,230
231,1137
231,1137
231,38
231,152
232,10
232,232
232,201
232,354
235,11
236,816
236,10
236,399
236,369
236,162
236,236
237,236
237,705
237,185
237,236
237,7379
237,237
238,11
238,355
240,649
240,601
240,1568
240,120
240,1296
240,1324
241,1004
241,3
241,2177
241,11243
242,10
242,351
242,242
244,54
245,416
245,10
245,27
245,301
245,245
246,27
247,874
247,3
247,1040
247,1020
247,2282
247,12924
248,3
248,5424
248,1882
248,1168
248,1941
248,27
248,2519
249,248
249,3
249,772
249,1261
249,2519
250,54
250,216
251,3638
251,216
251,54
251,216
252,252
253,54
253,2
253,3
254,266
254,444
254,971
254,945
255,2
255,255
256,209
256,256
257,54
257,2
259,748
259,570
259,155
261,61
261,354
263,54
263,894
265,264
265,54
265,600
265,265
266,54
266,2
266,783
266,1342
266,945
266,254
266,970
266,2180
267,10
267,2
267,614
268,10
268,497
268,268
269,10
